1012,Toyota Innova Crysta 2.4 GX MT,2017,67489,4,0,1,13.68,2393,147.8,7,23670.14,20163.0
1013,Mahindra Scorpio 2.6 LX,2008,176000,4,0,2,10.5,2179,120.0,8,10964.838983780493,5254.599999999999
1014,Hyundai i20 1.2 Magna,2010,18000,3,0,1,18.5,1197,80.0,5,7204.49807968003,2749.5
1015,Hyundai Verna 1.6 SX,2014,63003,4,0,1,22.32,1582,126.32,5,15458.904942339583,8248.5
1016,Mahindra XUV500 W6 2WD,2014,80000,4,0,1,15.1,2179,140.0,7,20319.83342812799,11486.800000000001
1017,Volkswagen Vento 1.5 TDI Comfortline,2014,56658,4,0,1,20.64,1498,108.5,5,14835.08,6586.58
1018,Maruti Swift Dzire VDI Optional,2019,18592,4,0,1,26.59,1248,74.0,5,18687.29518195754,10399.22
1019,Tata Manza Aura Safire BS IV,2010,75695,3,0,1,13.7,1368,88.8,5,6470.773025221403,2260.7000000000003
1020,Maruti Swift VDI,2012,82000,4,0,2,22.9,1248,74.0,5,7663.0762387166715,3055.0
1021,Volkswagen Polo Diesel Highline 1.2L,2013,60000,4,0,1,22.07,1199,73.9,5,11790.279670046448,5804.5
1022,Honda City 1.5 V MT,2009,138000,3,0,2,17.0,1497,118.0,5,9497.388874863238,4277.0
1023,Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2014,67000,4,0,1,23.0,1396,90.0,5,13166.014147156375,6721.0
1024,Honda City 1.5 V MT,2012,42750,3,0,1,17.0,1497,118.0,5,14688.493635158025,7735.26
1025,Chevrolet Beat Diesel,2014,52398,4,0,1,25.44,936,57.6,5,7608.046859632274,3018.34
1026,Chevrolet Spark 1.0 LS,2014,36657,3,0,1,16.2,995,62.1,5,9130.526347633924,4032.6
1027,Tata New Safari DICOR 2.2 EX 4x2,2011,77000,4,0,2,11.57,2179,138.1,7,9497.388874863238,4277.0
1028,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,85000,4,1,1,11.3,2987,254.8,7,74156.90929902974,47352.5
1029,BMW 5 Series 2003-2012 530d Highline,2008,112500,4,1,1,11.5,2993,235.0,5,17733.45261116133,9763.78
1030,Toyota Fortuner 2.8 4WD MT,2013,105072,4,0,1,14.24,2755,174.5,7,44835.18,16228.16
1031,BMW X1 sDrive 18i,2012,80000,3,1,1,11.25,1995,150.0,5,20503.264691742643,11609.0
1032,Renault Captur 1.5 Diesel Platine Mono,2019,3102,4,0,1,20.37,1461,108.45,5,28776.014680763667,17120.22
1033,Hyundai Xcent 1.1 CRDi S,2016,14656,4,0,1,24.4,1120,71.0,5,15899.139975014761,8541.78
1034,BMW 3 Series 320d,2010,105000,4,1,2,13.2,1995,170.0,5,23254.733645962497,13442.0
1035,BMW 5 Series 2010-2013 525i,2008,61000,3,1,2,10.8,2497,215.0,5,23254.733645962497,13442.0
1036,Nissan Micra XE,2010,85046,3,0,2,18.06,1198,75.0,5,7296.213711487358,2810.6
1037,Jaguar XF 2.2 Litre Luxury,2014,48000,4,1,1,16.36,2179,187.7,5,51686.579506234295,32383.0
1038,Land Rover Range Rover TDV8 (Diesel),2011,55000,4,1,1,10.2,4367,308.0,7,125976.24127017029,81874.0
1039,Jeep Compass 1.4 Limited Option,2017,4000,3,1,1,16.0,1368,160.0,5,28936.96,21690.5
1040,Honda CR-V 2.4 AT,2010,94000,3,1,2,10.1,2354,152.0,5,11881.995301853776,5865.599999999999
1041,Maruti Swift VXI,2013,61110,3,0,1,18.6,1197,85.8,5,11460.103395540067,5584.54
1042,Hyundai Xcent 1.1 CRDi S,2016,80000,4,0,1,24.4,1120,71.0,5,9497.388874863238,4277.0
1043,Nissan Terrano XV Premium 110 PS,2015,43190,4,0,1,19.01,1461,108.5,5,17036.413809425634,9299.42
1044,Audi A4 35 TDI Technology,2015,45000,4,1,1,18.25,1968,187.74,5,67955.42,30550.0
1045,Hyundai Grand i10 Asta Option,2016,44178,3,0,1,18.9,1197,82.0,5,13863.05294889207,7185.36
1046,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,84415,4,0,1,12.99,2494,100.6,8,27840.515236328913,16497.0
1047,Hyundai i20 1.2 Magna,2015,35000,3,0,1,18.5,1197,80.0,5,11515.132774624462,5621.2
1048,Ford EcoSport 1.5 TDCi Titanium,2013,44000,4,0,1,22.77,1498,98.59,5,12065.426565468433,5987.8
1049,Honda City 1.5 S MT,2012,67635,3,0,1,17.0,1497,118.0,5,12707.435988119732,6415.5
1050,Ford EcoSport 1.5 Petrol Titanium Plus AT,2018,18385,3,1,1,14.8,1497,121.36,5,17230.2,15165.02
1051,Volkswagen Polo Diesel Highline 1.2L,2014,35000,4,0,1,22.07,1199,73.9,5,10047.682665707209,4643.599999999999
1052,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2010,49000,4,1,1,19.27,2143,170.0,5,19494.39274186203,10936.9
1053,Ford Ecosport 1.5 DV5 MT Titanium,2013,69000,4,0,1,22.7,1498,89.84,5,16284.345628605539,8798.4
1054,Tata Indigo GLE,2017,23228,3,0,1,14.4,1396,65.0,5,11331.701511009807,5499.0
1055,Maruti Swift Dzire LDI,2014,68462,4,0,1,26.59,1248,74.0,5,10689.692088358508,5071.3
1056,Maruti S-Cross Zeta DDiS 200 SH,2016,74611,4,0,1,25.1,1248,88.5,5,16203.72,9702.68
1057,Renault Duster 110PS Diesel RxZ Pack,2014,90000,4,0,1,19.01,1461,108.45,5,16376.061260412867,8859.5
1058,Maruti Wagon R VXI,2016,22000,3,0,1,18.9,998,67.1,5,9864.251402092554,4521.400000000001
1059,Hyundai Santro Xing GL,2010,58163,3,0,1,18.386848433242506,1086,62.0,5,7571.360606909343,2993.9
1060,Chevrolet Beat Diesel LT,2011,109500,4,0,3,25.44,936,57.6,5,5828.763602570104,1833.0
1061,Mahindra XUV500 W4 1.99 mHawk,2017,13363,4,0,1,16.0,1997,140.0,7,25089.046282109062,14664.0
1062,Hyundai i10 Era 1.1,2012,51000,3,0,2,19.81,1086,68.05,5,7112.782447872702,2688.4
1063,Tata New Safari DICOR 2.2 EX 4x4,2007,103000,4,0,1,13.93,2179,138.0,7,9680.820138477895,4399.2
1064,Hyundai i10 Sportz,2009,43002,3,0,1,20.36,1197,78.9,5,6599.174909751662,2346.24
1065,Toyota Innova Crysta 2.8 ZX AT,2016,108000,4,1,1,11.36,2755,171.5,7,34277.1,25051.0
1066,Skoda Laura Elegance MT,2010,82407,4,0,1,17.5,1896,106.0,5,10873.123351973165,5193.5
1067,Hyundai Grand i10 Sportz,2013,29000,3,0,1,18.9,1197,82.0,5,8947.095084019269,3910.4
1069,Maruti Swift Dzire VDI,2014,45000,4,0,1,23.4,1248,74.0,5,10139.398297514537,4704.7
1070,Hyundai i20 Asta 1.4 CRDi (Diesel),2010,93401,4,0,1,23.0,1396,90.0,5,9460.702622140308,4252.56
1071,Ford Figo 2015-2019 1.5D Trend MT,2017,95802,4,0,2,25.83,1498,99.0,5,11423.417142817134,5560.099999999999
1072,Maruti Ertiga VDI,2016,130000,4,0,1,25.47,1248,88.5,7,13771.939999999999,8554.0
1073,Maruti Ertiga ZDI,2013,67443,4,0,1,20.77,1248,88.8,7,13624.592306193015,7026.5
1074,Honda City 1.5 V AT Sunroof,2016,47681,3,1,1,16.8,1497,116.3,5,19090.84396190979,10668.060000000001
1075,Maruti Alto LXi BSIII,2009,35000,3,0,1,19.7,796,46.3,5,6195.626129799418,2077.4
1076,Ford Endeavour 3.2 Titanium AT 4X4,2016,68000,4,1,1,10.91,3198,197.0,7,57189.517414673996,36049.0
1077,Maruti Vitara Brezza ZDi Plus,2019,34688,4,0,1,24.3,1248,88.5,5,13686.4,12818.78
1078,Porsche Boxster S tiptronic,2015,10512,3,1,1,8.6,2706,265.0,2,120473.30336173056,78208.0
1079,Maruti Swift ZDi,2016,58000,4,0,1,22.9,1248,74.0,5,16926.35505125684,9226.1
1080,Tata Zest Revotron 1.2 XT,2014,40000,3,0,1,17.57,1193,88.7,5,10460.32,4826.900000000001
1081,Hyundai i20 1.2 Sportz Option,2010,61000,3,0,4,17.0,1197,80.0,5,9038.810715826598,3971.5
1082,Skoda Fabia 1.4 TDI Active,2009,86000,4,0,1,19.4,1422,70.0,5,8121.654397753314,3360.5
1083,Toyota Corolla Altis D-4D J,2015,45000,4,0,1,21.43,1364,87.2,5,16559.492524027522,8981.699999999999
1084,Volkswagen Ameo 1.2 MPI Comfortline,2017,55000,3,0,1,17.0,1198,73.75,5,11698.564038239121,5743.400000000001
1085,Hyundai Creta 1.6 VTVT S,2016,36855,3,0,2,15.29,1591,121.3,5,19164.216467355647,10716.939999999999
1086,Hyundai i10 Magna 1.2,2013,46821,3,0,1,20.36,1197,78.9,5,9350.643863971512,4179.24
1087,Chevrolet Beat LS,2015,120000,3,0,1,18.6,1199,76.8,5,7663.0762387166715,3055.0
1088,Jaguar XF 3.0 Litre S Premium Luxury,2012,29000,4,1,1,14.74,2993,270.9,5,39763.5473712816,24440.0
1089,Nissan Terrano XL,2014,40000,3,0,1,13.24,1598,102.5,5,12707.435988119732,6415.5
1090,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,2013,60000,4,1,2,15.73,1968,174.33,5,29674.827872475482,17719.0
1091,Hyundai i10 Asta AT,2011,64984,3,1,1,16.95,1197,78.9,5,9405.673243055911,4215.900000000001
1092,Maruti Alto K10 VXI AGS,2015,73204,3,1,1,24.07,998,67.1,5,9130.526347633924,4032.6
1093,Audi Q7 4.2 TDI Quattro Technology,2014,50000,4,1,1,11.33,4134,335.2,7,96627.2390918252,62322.0
1094,Maruti Vitara Brezza VDi,2017,35000,4,0,1,24.3,1248,88.5,5,11560.12,7943.0
1095,Hyundai EON D Lite Plus,2013,17729,3,0,1,21.1,814,55.2,5,9772.535770285223,4460.3
1096,Mahindra XUV300 W8 Diesel,2012,97000,4,0,1,20.0,1497,115.0,5,15629.38,8859.5
1097,Hyundai Verna CRDi 1.6 SX Option,2014,89614,4,0,1,22.0,1582,126.2,5,19026.54,7344.219999999999
1098,Maruti Wagon R VXI,2015,14000,3,0,1,18.9,998,67.1,5,8213.370029560641,3421.6
1099,Hyundai i20 Sportz Option,2012,50000,3,0,1,17.0,1197,80.0,5,10414.545192936523,4888.0
1100,Honda City i VTEC V,2014,62505,3,0,1,17.4,1497,117.3,5,13991.454833422331,7270.900000000001
1101,Toyota Innova 2.5 V Diesel 7-seater,2011,248000,4,0,2,12.8,2494,102.0,7,19952.970900898672,11242.4
1102,Hyundai Verna CRDi SX,2012,94900,4,0,1,16.8,1493,110.0,5,12890.86725173439,6537.7
1103,Tata Hexa XT,2017,55000,4,0,1,17.6,2179,153.86,7,24268.92,14664.0
1104,Audi Q7 3.0 TDI Quattro Premium Plus,2015,53735,4,1,2,12.07,2967,241.4,7,74505.4286998976,47584.68
1105,Maruti Wagon R VXI,2008,53934,3,0,2,18.9,998,67.1,5,8011.595639584519,3287.18
1106,BMW 5 Series 2013-2017 525d Luxury Line,2013,58500,4,1,2,17.09,1995,218.0,5,53520.89214238086,33605.0
1107,Honda Amaze EX i-Vtech,2014,48000,3,0,1,18.0,1198,86.7,5,8121.654397753314,3360.5
1108,Maruti Alto 800 2016-2019 LXI,2016,24000,3,0,1,24.7,796,47.3,5,8213.370029560641,3421.6
1109,Hyundai Verna 1.6 SX VTVT,2016,52001,3,0,1,17.01,1591,121.3,5,14908.611151495614,7881.900000000001
1110,Tata Tiago 1.2 Revotron XZ,2018,9565,3,0,1,23.84,1199,84.0,5,8052.98,7185.36
1111,Maruti Swift LXI,2013,32953,3,0,1,18.6,1197,85.8,5,11606.848406431793,5682.3
1112,Hyundai EON Era,2014,18000,3,0,1,21.1,814,55.2,5,7663.0762387166715,3055.0
1113,Mercedes-Benz E-Class E 220 d,2018,20446,3,1,1,12.6,1950,191.34,5,106277.34,62749.700000000004
1114,Hyundai i20 Magna 1.4 CRDi,2016,33016,4,0,1,22.54,1396,88.73,5,15642.336205954238,8370.699999999999
1115,Toyota Etios VD,2012,48000,4,0,1,23.59,1364,67.05,5,12707.435988119732,6415.5
1116,Toyota Corolla Altis Diesel D4DG,2014,72022,4,0,1,21.43,1364,87.2,5,20008.000279983073,11279.060000000001
1117,Mini Cooper 5 DOOR D,2014,34000,4,1,1,20.7,1496,113.98,5,51470.64,26884.0
1118,Volkswagen Polo 1.5 TDI Highline,2014,69000,4,0,1,20.14,1498,88.8,5,12597.377229950938,6342.18
1119,Skoda Superb Elegance 1.8 TSI AT,2009,108000,3,1,1,13.7,1798,157.75,5,11056.554615587822,5315.7
1120,Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,2013,34700,4,1,1,10.0,2148,170.0,5,48017.95423394116,29939.0
1121,Maruti Swift VDi BSIII W/ ABS,2015,79000,4,0,1,17.8,1248,75.0,5,13624.592306193015,7026.5
1122,Honda City i VTEC CVT VX,2016,58197,3,1,1,18.0,1497,117.3,5,19934.62777453721,11230.18
1123,BMW 7 Series 2007-2012 740Li,2008,66000,3,1,2,8.45,2979,321.0,5,22796.155486925854,13136.5
1124,Hyundai i10 Magna AT,2009,60000,3,1,1,19.2,1197,80.0,5,8561.88943042849,3653.78
1125,Maruti Swift Dzire VDI,2014,57000,4,0,1,26.59,1248,74.0,5,10212.7708029604,4753.58
1126,Honda City i DTec VX,2018,45555,4,0,1,26.0,1498,98.6,5,24593.781870349492,14334.060000000001
1127,Maruti Omni 8 Seater BSIV,2016,55137,3,0,1,14.0,796,35.0,5,8782.006946766078,3800.42
1128,Skoda Superb 2009-2014 Elegance 2.0 TDI MT,2014,93325,4,0,2,17.2,1968,138.1,5,29583.11224066815,17657.899999999998
1129,Maruti Ertiga SHVS VDI,2018,38000,4,0,1,24.52,1248,88.5,7,19035.81458282539,10631.4
1130,Hyundai Grand i10 CRDi Magna,2016,57738,4,0,1,24.0,1120,70.0,5,12322.230334528953,6158.88
1131,Maruti Ciaz VDi Plus SHVS,2017,38282,4,0,1,28.09,1248,88.5,5,18668.952055596077,10387.0
1132,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2014,64000,4,1,1,19.27,2143,170.0,5,31784.287404044033,19124.3
1133,Fiat Avventura MULTIJET Emotion,2015,32000,4,0,1,20.5,1248,91.72,5,13441.16104257836,6904.3
1134,Mercedes-Benz E-Class 2009-2013 E 250 Elegance,2010,83000,3,1,1,10.93,2497,204.0,5,33343.45314476862,20163.0
1135,Maruti Zen Estilo LXI Green (CNG),2011,76000,1,0,1,36.82,998,67.1,5,6745.919920643388,2444.0
1136,Volkswagen Vento Petrol Highline,2012,67200,3,0,1,15.04,1598,103.6,5,10231.113929321866,4765.8
1137,BMW 3 Series 320d Luxury Line,2013,62655,4,1,1,18.88,1995,184.0,5,29674.827872475482,17719.0
1138,BMW 5 Series 2013-2017 530d M Sport,2015,16900,4,1,1,14.69,2993,258.0,5,83787.05063879924,53768.0
1139,Hyundai Grand i10 1.2 Kappa Magna,2017,8471,3,0,1,18.9,1197,81.86,5,7991.88,6110.0
1140,Toyota Innova Crysta 2.8 ZX AT,2016,69000,4,1,1,11.36,2755,171.5,7,32456.32,24134.5
1141,Renault Duster 110PS Diesel RxZ AMT,2017,30090,4,1,1,19.6,1461,108.45,5,18391.100000000002,13979.68
1142,Tata Indica Vista Aura 1.3 Quadrajet,2011,120000,4,0,1,18.0,1248,75.0,5,6287.341761606745,2138.5
1144,Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,2016,35939,3,0,1,12.3,1796,185.0,5,58877.08503992885,37173.240000000005
1145,Mahindra XUV500 W8 4WD,2013,116694,4,0,1,15.1,2179,140.0,7,20631.666576272906,11694.54
1146,Mahindra Bolero ZLX,2016,40448,4,0,1,15.96,2523,62.1,7,13454.22,4277.0
1147,Maruti Vitara Brezza ZDi,2018,64456,4,0,1,24.3,1248,88.5,5,13442.0,12782.12
1148,Fiat Avventura MULTIJET Emotion,2014,52782,4,0,1,20.5,1248,91.72,5,11973.710933661105,5926.7
1149,Honda Amaze S Petrol,2016,51672,3,0,1,19.5,1199,88.76,5,9226.1,6940.96
1150,Skoda Superb Elegance 1.8 TSI AT,2015,56073,3,1,1,13.7,1798,157.75,5,27381.937077292274,16191.5
1151,Jaguar XF 3.0 Litre S Premium Luxury,2011,65000,4,1,1,14.74,2993,270.9,5,32426.296826695332,19552.0
1152,Maruti Wagon R VXI BSIII,2013,79000,3,0,1,18.9,998,67.1,5,8580.232556789955,3666.0
1154,Toyota Corolla Altis VL,2010,70200,3,1,1,14.53,1798,138.1,5,12248.85782908309,6110.0
1155,Maruti Swift VXi BSIV,2016,42000,3,0,1,16.1,1197,85.0,5,11790.279670046448,5804.5
1156,Volkswagen Polo 1.2 MPI Highline,2014,62000,3,0,1,16.47,1198,74.0,5,12890.86725173439,6537.7
1157,Hyundai Grand i10 1.2 Kappa Asta,2017,20000,3,0,1,18.9,1197,81.86,5,9556.04,7307.56
1158,Maruti SX4 ZDI,2011,80000,4,0,3,21.5,1248,88.8,5,9497.388874863238,4277.0
1159,Hyundai Grand i10 1.2 Kappa Magna,2018,50234,3,0,1,18.9,1197,81.86,5,7723.04,5828.94
1160,Maruti Baleno Delta 1.2,2016,50003,3,0,1,21.4,1197,83.1,5,13074.298515349046,6659.900000000001
1161,Tata Tigor 1.2 Revotron XTA,2018,1000,3,1,1,20.3,1199,84.0,5,15642.336205954238,8370.699999999999
1162,Maruti Swift Dzire AMT ZDI,2016,54897,4,1,1,26.59,1248,74.0,5,16467.776892220194,8920.6
1163,Tata Indica GLS BS IV,2007,108995,3,0,1,15.3,1193,65.3,5,5370.185443533463,1527.5
1164,Maruti SX4 S Cross DDiS 320 Zeta,2015,73000,4,0,1,22.7,1598,118.0,5,18210.373896559435,10081.5
1165,Maruti Swift VXI BSIII,2008,65000,3,0,1,16.1,1298,88.2,5,8048.281892307451,3311.62
1166,Hyundai Xcent 1.2 Kappa SX,2016,32000,3,0,1,19.1,1197,82.0,5,9680.820138477895,4399.2
1167,Hyundai i20 1.2 Magna,2010,65000,3,0,1,18.5,1197,80.0,5,8580.232556789955,3666.0
1168,Maruti Celerio VXI AT,2016,21600,3,1,1,23.1,998,67.04,5,11606.848406431793,5682.3
1169,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2010,39000,4,1,1,14.84,2143,170.0,5,20503.264691742643,11609.0
1170,Maruti Swift Dzire VXi,2011,58075,3,0,1,17.5,1298,85.8,5,8488.516924982627,3604.9
1171,Volkswagen Vento Petrol Trendline,2011,58000,3,0,1,15.04,1598,103.6,5,8580.232556789955,3666.0
1172,Maruti Swift ZDi,2015,58000,4,0,1,25.2,1248,74.0,5,13991.454833422331,7270.900000000001
1173,Toyota Corolla Altis VL,2008,89000,3,1,1,14.53,1798,138.1,5,10414.545192936523,4888.0
1174,Honda Civic 2006-2010 1.8 V MT,2008,72000,3,0,1,13.5,1799,130.0,5,7663.0762387166715,3055.0
1175,Ford EcoSport 1.5 Ti VCT AT Titanium BE,2017,1800,3,1,1,16.05,1499,110.4,5,23933.429321336724,13894.14
1176,Fiat Linea Emotion Pack (Diesel),2010,172050,4,0,2,19.0,1248,93.0,5,7204.49807968003,2749.5
1177,Hyundai i10 Era,2013,46230,3,0,1,19.81,1086,68.05,5,8763.663820404612,3788.2000000000003
1178,Volvo XC60 D5 Inscription,2014,86925,4,1,1,11.2,2400,215.0,5,34590.785737348284,20993.96
1179,Hyundai i20 1.2 Asta,2018,5000,3,0,1,18.6,1197,81.83,5,15000.326783302942,7943.0
1180,Honda City i DTEC S,2014,66000,4,0,1,26.0,1498,98.6,5,13532.876674385689,6965.400000000001
1181,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2013,119000,4,0,1,12.99,2494,100.0,8,17751.795737522792,9776.0
1182,Renault KWID RXT,2016,45000,3,0,1,25.17,799,53.3,5,7846.507502331328,3177.2000000000003
1183,Maruti A-Star Vxi,2009,66149,3,0,1,19.0,998,66.1,5,7571.360606909343,2993.9
1184,Mercedes-Benz B Class B180,2014,42070,3,1,1,14.8,1595,120.7,5,24300.29184856604,14138.54
1185,Maruti Wagon R LXI BS IV,2012,35503,3,0,1,18.9,998,67.1,5,7296.213711487358,2810.6
1186,Maruti Swift VDI BSIV,2016,41460,4,0,1,25.2,1248,74.0,5,13899.739201615,7209.8
1187,Hyundai Verna VTVT 1.6 AT SX Option,2015,40600,3,1,1,17.0,1591,121.3,5,18501.08,8798.4
1188,Hyundai Verna CRDi 1.6 AT SX Option,2013,87000,4,1,1,22.0,1582,126.2,5,19209.84,7209.8
1189,Honda City V MT,2014,30000,3,0,2,16.8,1497,116.3,5,14083.170465229658,7332.0
1190,Hyundai i10 Magna Optional 1.1L,2010,27089,3,0,1,16.0,1086,66.7,5,6654.204288836059,2382.9
1191,Toyota Etios GD SP,2016,53702,4,0,1,23.59,1364,67.04,5,15092.042415110269,8004.099999999999
1192,Volvo S60 D4 Momentum,2015,51000,4,1,1,27.03,1969,190.0,5,55808.740000000005,30550.0
1193,Ford Figo Diesel EXI,2012,36542,4,0,1,20.0,1399,68.05,5,7938.223134138656,3238.2999999999997
1194,Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,2017,15000,4,1,1,13.0,2987,265.0,5,130562.0228605367,84929.0
1195,BMW 3 Series 320d Luxury Line,2012,65000,4,1,1,22.69,1995,190.0,5,66843.40000000001,17108.0
1196,Maruti Alto 800 VXI,2014,32000,3,0,2,22.74,796,47.3,5,6929.351184258045,2566.2000000000003
1197,Toyota Innova Crysta 2.4 VX MT,2017,24393,4,0,1,13.68,2393,147.8,7,27947.14,24928.8
1198,Volkswagen Polo 1.0 MPI Trendline,2019,1000,3,0,1,18.78,999,75.0,5,8236.28,6940.96
1199,Nissan Terrano XL,2014,28238,3,0,1,13.24,1598,102.5,5,13257.729778963701,6782.099999999999
1200,Mitsubishi Pajero Sport 4X4,2013,59000,4,0,1,13.5,2477,175.56,7,40435.98,15580.5
1201,Honda Civic 2010-2013 1.8 S MT,2012,92000,3,0,2,14.8,1799,130.2,5,9222.241979441254,4093.7000000000003
1202,Maruti Alto 800 LXI,2013,56840,3,0,1,22.74,796,47.3,5,5920.4792343774325,1894.1000000000001
1203,Volkswagen Vento Diesel Highline,2013,62746,4,0,2,20.54,1598,103.6,5,13899.739201615,7209.8
1204,Land Rover Freelander 2 HSE,2012,96000,4,1,1,12.35,2179,187.74,5,37892.54848241211,23193.56
1205,Honda CR-V 2.0L 2WD MT,2014,24000,3,0,1,13.7,1997,153.86,5,24190.233090397243,14065.22
1206,Maruti Ertiga VDI,2016,54000,4,0,1,20.77,1248,88.76,7,17293.21757848615,9470.5
1207,Toyota Innova 2.5 GX (Diesel) 7 Seater,2016,90000,4,0,1,12.99,2494,100.6,7,28574.24029078754,16985.8
1208,Tata Manza Aura Safire,2010,40000,3,0,1,15.0,1368,90.0,5,5553.6167071481195,1649.7
1209,Audi Q7 35 TDI Quattro Premium Plus,2015,65938,4,1,2,12.07,2967,241.4,7,72781.17482191982,46436.0
1210,Hyundai Verna 1.6 SX VTVT (O) AT,2017,16100,3,1,1,17.1,1591,121.4,5,24355.321227650435,14175.199999999999
1211,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,3600,4,1,1,21.5,1498,108.5,5,25547.624441145705,14969.5
1212,Honda City 1.5 S MT,2011,52000,3,0,1,17.0,1497,118.0,5,10047.682665707209,4643.599999999999
1213,Ford Figo Diesel Titanium,2014,54000,4,0,1,20.0,1399,68.05,5,9038.810715826598,3971.5
1214,Honda Jazz 1.2 VX i VTEC,2016,15399,3,0,1,18.7,1199,88.7,5,14816.895519688285,7820.8
1215,Volkswagen Polo Petrol Highline 1.2L,2012,75000,3,0,2,16.47,1198,73.9,5,10322.829561129194,4826.900000000001
1216,Honda City i-VTEC S,2010,76752,3,0,1,17.4,1497,117.3,5,9625.790759393498,4362.54
1217,Honda City ZX GXi,2005,56000,3,0,2,17.7,1497,78.0,5,5370.185443533463,1527.5
1218,Maruti Wagon R LXI CNG,2015,70000,1,0,1,36.68,998,58.2,5,9772.535770285223,4460.3
1219,Honda CR-V 2.4L 4WD AT AVN,2013,46125,3,1,2,12.0,2354,187.4,5,26006.202600182347,15275.0
1220,BMW 5 Series 2013-2017 520d Luxury Line,2014,35000,4,1,2,18.12,1995,190.0,5,45266.4852797213,28106.0
1221,Ambassador Classic Nova Diesel,2003,80000,4,0,3,12.8,1489,35.5,5,5553.6167071481195,1649.7
1222,Mahindra Scorpio VLX 2.2 mHawk BSIII,2012,62729,4,0,1,12.05,2179,120.0,8,14670.15050879656,7723.04
1223,Volkswagen Vento Diesel Comfortline,2012,34000,4,0,1,20.54,1598,103.6,5,9313.957611248583,4154.8
1224,Maruti Zen VX,1999,70000,3,0,2,17.3,993,60.0,5,4489.715378183109,940.94
1225,Maruti 800 DX BSII,2009,32000,3,0,1,16.1,796,37.0,4,4728.176020882163,1099.8
1226,Toyota Corolla Altis 1.8 VL CVT,2017,21000,3,1,1,14.28,1798,138.03,5,28411.5,21996.0
1227,BMW 3 Series 328i Sport Line,2013,49000,3,1,1,14.59,1997,245.0,5,37929.23473513503,23218.0
1228,Ford Ikon 1.3 Flair,2007,40000,3,0,3,13.8,1299,70.0,5,5095.038548111477,1344.2
1229,Chevrolet Beat LT,2012,78000,3,0,2,18.6,1199,79.4,5,6745.919920643388,2444.0
1230,Toyota Corolla Altis 1.4 DG,2012,52000,4,0,1,21.43,1364,86.79,5,23547.94,7943.0
1231,Mahindra XUV500 W4,2014,65213,4,0,1,16.0,2179,140.0,7,20411.549059935314,11547.9
1232,Hyundai Xcent 1.1 CRDi Base,2016,170000,4,0,1,24.4,1120,71.0,5,10414.545192936523,4888.0
1233,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,2017,36884,4,1,1,13.0,2143,204.0,5,62233.87716407706,39409.5
1234,Hyundai i10 Sportz,2009,62500,3,0,1,20.36,1197,78.9,5,6929.351184258045,2566.2000000000003
1235,Toyota Corolla Altis VL AT,2015,68000,3,1,2,14.28,1798,138.03,5,20961.842850779285,11914.5
1236,Toyota Corolla 1.8 J,2014,40748,3,0,1,14.53,1798,138.0,5,14633.464256073627,7698.599999999999
1237,Audi Q3 2.0 TDI Quattro,2013,60000,4,1,1,17.32,1968,184.0,5,41597.86000742817,25662.0
1238,Hyundai i20 Magna Optional 1.4 CRDi,2014,12400,4,0,1,21.9,1396,88.8,5,11606.848406431793,5682.3
1239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2013,87000,4,1,2,19.27,2143,167.62,5,34260.6094628419,20774.0
1240,Maruti Ritz VDi,2013,20248,4,0,1,21.1,1248,73.9,5,11056.554615587822,5315.7
1241,Hyundai Creta 1.6 SX Plus Diesel,2017,52383,4,0,1,19.67,1582,126.2,5,30261.807916042384,18110.04
1242,Jaguar XE 2.0L Diesel Prestige,2018,1000,4,1,1,13.6,1999,177.0,5,64484.94,48880.0
1243,Mahindra Xylo D4,2016,85000,4,0,1,14.95,2489,93.7,7,14260.74,7515.3
1244,Toyota Innova 2.5 G (Diesel) 7 Seater,2014,47000,4,0,1,12.99,2494,100.6,7,23713.311804999135,13747.5
1245,Toyota Camry 2.5 Hybrid,2018,17585,3,1,1,19.16,2494,157.7,5,61775.29900504041,39104.0
1246,Audi Q5 3.0 TDI Quattro,2018,32496,4,1,1,13.22,2967,241.4,5,86758.63710935667,55747.64
1247,Maruti Swift VDI,2017,34613,4,0,1,28.4,1248,74.0,5,9678.24,7625.280000000001
1248,Maruti Ertiga VDI Limited Edition,2015,153000,4,0,1,20.77,1248,88.76,7,11881.995301853776,5865.599999999999
1249,Maruti Swift VXi BSIV,2014,54000,3,0,2,16.1,1197,85.0,5,11331.701511009807,5499.0
